1476810196216
roomid, result, ctime, time,
1476810196216,哥你在我这里接生呢 ,1566057853.203,2019-08-18 00:04:13,
1476810196216,歌升级吧哥 ,1566057856.193,2019-08-18 00:04:16,
1476810196216,哈哈 ,1566057859.720,2019-08-18 00:04:19,
1476810196216,歌升级吧他在一个跑车 ,1566057862.496,2019-08-18 00:04:22,
1476810196216,别在我这里升级吧 ,1566057866.393,2019-08-18 00:04:26,
1476810196216,对 ,1566057869.062,2019-08-18 00:04:29,
1476810196216,上飞车吗 ,1566057872.360,2019-08-18 00:04:32,
1476810196216,来有味 ,1566057875.779,2019-08-18 00:04:35,
1476810196216,好我爱马市角咯 ,1566057878.681,2019-08-18 00:04:38,
1476810196216,身为省好一十九 ,1566057882.039,2019-08-18 00:04:42,
1476810196216,来兄弟们工 ,1566057885.318,2019-08-18 00:04:45,
1476810196216,给我丽在公屏上来 ,1566057888.972,2019-08-18 00:04:48,
1476810196216,哪像我脚上 ,1566057891.481,2019-08-18 00:04:51,
1476810196216,哎 ,1566057894.706,2019-08-18 00:04:54,
1476810196216,哦 ,1566057898.149,2019-08-18 00:04:58,
1476810196216,啊 ,1566057901.085,2019-08-18 00:05:01,
1476810196216,哎 ,1566057904.600,2019-08-18 00:05:04,
1476810196216,哦 ,1566057907.613,2019-08-18 00:05:07,
1476810196216,哦 ,1566057910.539,2019-08-18 00:05:10,
1476810196216,哎 ,1566057914.350,2019-08-18 00:05:14,
1476810196216,嗯 ,1566057917.219,2019-08-18 00:05:17,
1476810196216,哦 ,1566057920.478,2019-08-18 00:05:20,
1476810196216,哦 ,1566057924.049,2019-08-18 00:05:24,
1476810196216,哦 ,1566057926.711,2019-08-18 00:05:26,
1476810196216,对啊 ,1566057930.394,2019-08-18 00:05:30,
1476810196216,就也不是好三哥那是有钱 ,1566057933.511,2019-08-18 00:05:33,
1476810196216,不是啊大哥 ,1566057936.830,2019-08-18 00:05:36,
1476810196216,你一个月从一升到 ,1566057939.694,2019-08-18 00:05:39,
1476810196216,十九那也是一开始我以为神好不 ,1566057942.658,2019-08-18 00:05:42,
1476810196216,到了三 ,1566057946.251,2019-08-18 00:05:46,
1476810196216,二十以上就有点难了哥 ,1566057949.169,2019-08-18 00:05:49,
1476810196216,大神老是以上 ,1566057953.038,2019-08-18 00:05:53,
1476810196216,有点难了谁知道呢可能含有点容易伤 ,1566057955.619,2019-08-18 00:05:55,
1476810196216,啊但是到了省二十二舅 ,1566057958.821,2019-08-18 00:05:58,
1476810196216,三百万一个 ,1566057962.178,2019-08-18 00:06:02,
1476810196216,二十三是三百万一级 ,1566057965.417,2019-08-18 00:06:05,
1476810196216,好像二十四是四百万 ,1566057968.696,2019-08-18 00:06:08,
1476810196216,那五百万怎么打 ,1566057972.166,2019-08-18 00:06:12,
1476810196216,赶紧完了完了 ,1566057974.787,2019-08-18 00:06:14,
1476810196216,三号死呢就有点难了啊我不是吹牛逼啊 ,1566057978.158,2019-08-18 00:06:18,
1476810196216,嗯 ,1566057981.519,2019-08-18 00:06:21,
1476810196216,我 ,1566057984.763,2019-08-18 00:06:24,
1476810196216,嗯 ,1566057987.653,2019-08-18 00:06:27,
1476810196216,哦 ,1566057990.597,2019-08-18 00:06:30,
1476810196216,你是不是很快就有我才发现 ,1566057994.063,2019-08-18 00:06:34,
1476810196216,采访一下你你是不是吃激 ,1566057997.277,2019-08-18 00:06:37,
1476810196216,我感受啊 ,1566058000.603,2019-08-18 00:06:40,
1476810196216,嗯 ,1566058004.148,2019-08-18 00:06:44,
1476810196216,唉牛逼 ,1566058006.828,2019-08-18 00:06:46,
1476810196216,哦 ,1566058010.486,2019-08-18 00:06:50,
1476810196216,啊 ,1566058013.159,2019-08-18 00:06:53,
1476810196216,没有把丝袜真的是 ,1566058016.626,2019-08-18 00:06:56,
1476810196216,省二十现在试 ,1566058019.622,2019-08-18 00:06:59,
1476810196216,啊 ,1566058023.618,2019-08-18 00:07:03,
1476810196216,哦 ,1566058026.287,2019-08-18 00:07:06,
1476810196216,嗯 ,1566058029.579,2019-08-18 00:07:09,
1476810196216,哦 ,1566058032.923,2019-08-18 00:07:12,
1476810196216,跟你说啊叫哥 ,1566058035.719,2019-08-18 00:07:15,
1476810196216,说实话司机啊那真的 ,1566058038.959,2019-08-18 00:07:18,
1476810196216,我就建议你不要吃 ,1566058042.371,2019-08-18 00:07:22,
1476810196216,你知道最后啊全部是朋友啊 ,1566058045.473,2019-08-18 00:07:25,
1476810196216,打吧打不了你是不打扮也不好 ,1566058048.894,2019-08-18 00:07:28,
1476810196216,想吃都几了 ,1566058051.673,2019-08-18 00:07:31,
1476810196216,你想吃个鸡儿妹妹视频 ,1566058054.944,2019-08-18 00:07:34,
1476810196216,啊你说你说 ,1566058058.207,2019-08-18 00:07:38,
1476810196216,吃呢还是不吃呢 ,1566058061.503,2019-08-18 00:07:41,
1476810196216,咋真不好啊 ,1566058064.655,2019-08-18 00:07:44,
1476810196216,还真不好那个去去去 ,1566058067.655,2019-08-18 00:07:47,
1476810196216,是啊所以呢我建议你还是别吃了啊 ,1566058070.981,2019-08-18 00:07:50,
1476810196216,就是而且你要是坚持到底啊 ,1566058074.139,2019-08-18 00:07:54,
1476810196216,到时候哈没事我给你们养鸡你们也轻松 ,1566058077.422,2019-08-18 00:07:57,
1476810196216,哥啊你要是给我 ,1566058080.942,2019-08-18 00:08:00,
1476810196216,你以后我自己碰到朋友就让 ,1566058083.679,2019-08-18 00:08:03,
1476810196216,哦 ,1566058086.822,2019-08-18 00:08:06,
1476810196216,碰到朋友都让你还是别吃了咯 ,1566058090.264,2019-08-18 00:08:10,
1476810196216,你在玩你去哪吃什么 ,1566058093.284,2019-08-18 00:08:13,
1476810196216,压力是你没说你吃 ,1566058096.973,2019-08-18 00:08:16,
1476810196216,他接你啊 ,1566058099.716,2019-08-18 00:08:19,
1476810196216,你不骂你其实怎么接你啊 ,1566058102.758,2019-08-18 00:08:22,
1476810196216,啊 ,1566058106.444,2019-08-18 00:08:26,
1476810196216,说的吗 ,1566058109.502,2019-08-18 00:08:29,
1476810196216,找个自己你只要看得开了我就开直接吃 ,1566058112.848,2019-08-18 00:08:32,
1476810196216,把把自答 ,1566058115.947,2019-08-18 00:08:35,
1476810196216,只要他得九点钟开自己的时候我就直接怼他 ,1566058118.891,2019-08-18 00:08:38,
1476810196216,好吧人家只要只要她开了我就不开 ,1566058122.312,2019-08-18 00:08:42,
1476810196216,没开的时候我就看他一起开 ,1566058125.319,2019-08-18 00:08:45,
1476810196216,唉 ,1566058128.964,2019-08-18 00:08:48,
1476810196216,哎 ,1566058131.826,2019-08-18 00:08:51,
1476810196216,玩不到两个月我还问你干嘛 ,1566058134.911,2019-08-18 00:08:54,
1476810196216,放弃了 ,1566058138.436,2019-08-18 00:08:58,
1476810196216,来兄弟们有没有洗 ,1566058141.219,2019-08-18 00:09:01,
1476810196216,我讲课的高大威武 ,1566058144.722,2019-08-18 00:09:04,
1476810196216,强壮而且 ,1566058147.741,2019-08-18 00:09:07,
1476810196216,很大气 ,1566058150.994,2019-08-18 00:09:10,
1476810196216,现在在四娘家啊四年要找个没 ,1566058154.552,2019-08-18 00:09:14,
1476810196216,他里面夸夸夸宋胖子给他哎他说肯定看的 ,1566058157.227,2019-08-18 00:09:17,
1476810196216,唉 ,1566058160.766,2019-08-18 00:09:20,
1476810196216,他的 ,1566058164.156,2019-08-18 00:09:24,
1476810196216,多很多女孩子都想萌妹以求的 ,1566058167.213,2019-08-18 00:09:27,
1476810196216,一起但是你看不到信息啊 ,1566058170.457,2019-08-18 00:09:30,
1476810196216,玩猫猫最大的失败 ,1566058173.534,2019-08-18 00:09:33,
1476810196216,认识的一堆爷们 ,1566058176.849,2019-08-18 00:09:36,
1476810196216,有只是看你不回去 ,1566058179.775,2019-08-18 00:09:39,
1476810196216,我估计 ,1566058183.093,2019-08-18 00:09:43,
1476810196216,小哥现在有 ,1566058186.425,2019-08-18 00:09:46,
1476810196216,没有女孩子喜欢蒋哥打谁啊 ,1566058189.572,2019-08-18 00:09:49,
1476810196216,直接私聊宋壹丹宝是给大啊 ,1566058193.237,2019-08-18 00:09:53,
1476810196216,你直接私聊送大宝子给他一二是说 ,1566058196.060,2019-08-18 00:09:56,
1476810196216,没有十个以上价格你也明天不 ,1566058198.794,2019-08-18 00:09:58,
1476810196216,休息不播了 ,1566058202.485,2019-08-18 00:10:02,
1476810196216,哇哇哇 ,1566058205.475,2019-08-18 00:10:05,
1476810196216,你也不播了以后休息了不播了播个灯哪 ,1566058208.784,2019-08-18 00:10:08,
1476810196216,能 ,1566058212.015,2019-08-18 00:10:12,
1476810196216,你大你这是没有的事 ,1566058214.968,2019-08-18 00:10:14,
1476810196216,十个人送一袋保证给你直接下播不完 ,1566058218.294,2019-08-18 00:10:18,
1476810196216,你直接把我撇下不管 ,1566058221.554,2019-08-18 00:10:21,
1476810196216,只要是没有十个人送跑车的话 ,1566058225.075,2019-08-18 00:10:25,
1476810196216,能不能钱包有没有涨啊子的吗 ,1566058227.826,2019-08-18 00:10:27,
1476810196216,来咱家找妈拿啥啊这个开始给我说了 ,1566058230.826,2019-08-18 00:10:30,
1476810196216,他只给我 ,1566058234.595,2019-08-18 00:10:34,
1476810196216,有没有女孩子喜欢贾哥打谁 ,1566058237.470,2019-08-18 00:10:37,
1476810196216,给我送保障 ,1566058241.031,2019-08-18 00:10:41,
1476810196216,给我送包子来 ,1566058243.962,2019-08-18 00:10:43,
1476810196216,是个女孩子给我送包子的话你也马上下班 ,1566058247.129,2019-08-18 00:10:47,
1476810196216,杜波波分吗 ,1566058250.447,2019-08-18 00:10:50,
1476810196216,我 ,1566058253.395,2019-08-18 00:10:53,
1476810196216,我开始走来 ,1566058256.967,2019-08-18 00:10:56,
1476810196216,我 ,1566058259.975,2019-08-18 00:10:59,
1476810196216,我咋个啊有没有喜欢的来绝对不会 ,1566058263.077,2019-08-18 00:11:03,
1476810196216,那你来啊来嘛只要 ,1566058266.334,2019-08-18 00:11:06,
1476810196216,他送跑车了然后你就关注吧来五哥打了一个 ,1566058269.635,2019-08-18 00:11:09,
1476810196216,嗯 ,1566058273.343,2019-08-18 00:11:13,
1476810196216,嗯 ,1566058276.165,2019-08-18 00:11:16,
1476810196216,不知道 ,1566058278.869,2019-08-18 00:11:18,
1476810196216,你买啥来还有吧 ,1566058282.342,2019-08-18 00:11:22,
1476810196216,我肯定有用啊找个能干到吗 ,1566058285.516,2019-08-18 00:11:25,
1476810196216,你关注来我就不信哪来 ,1566058289.030,2019-08-18 00:11:29,
1476810196216,没有十个人送跑车来 ,1566058292.046,2019-08-18 00:11:32,
1476810196216,哇哇哇 ,1566058294.932,2019-08-18 00:11:34,
1476810196216,烦死了 ,1566058298.459,2019-08-18 00:11:38,
1476810196216,你看看三妹咱两点半叫你关照大哥 ,1566058301.765,2019-08-18 00:11:41,
1476810196216,来 ,1566058305.103,2019-08-18 00:11:45,
1476810196216,不傻吖你咋也点半 ,1566058307.989,2019-08-18 00:11:47,
1476810196216,什么 ,1566058311.054,2019-08-18 00:11:51,
1476810196216,我怎么关注的呀什么人 ,1566058314.601,2019-08-18 00:11:54,
1476810196216,对啊我大哥 ,1566058317.437,2019-08-18 00:11:57,
1476810196216,嗯 ,1566058320.953,2019-08-18 00:12:00,
1476810196216,哦 ,1566058324.331,2019-08-18 00:12:04,
1476810196216,能不能不要给咱们上了 ,1566058327.150,2019-08-18 00:12:07,
1476810196216,来回个小了不来 ,1566058330.521,2019-08-18 00:12:10,
1476810196216,就点关注啥咋来来来来来来你看 ,1566058333.965,2019-08-18 00:12:13,
1476810196216,好的 ,1566058337.135,2019-08-18 00:12:17,
1476810196216,五点半之前如果没有十个人 ,1566058340.107,2019-08-18 00:12:20,
1476810196216,女孩子十个主播送 ,1566058342.986,2019-08-18 00:12:22,
1476810196216,一个老头你也马上下播啊找个你直接把我踢 ,1566058346.764,2019-08-18 00:12:26,
1476810196216,哦 ,1566058349.606,2019-08-18 00:12:29,
1476810196216,嗯 ,1566058353.258,2019-08-18 00:12:33,
1476810196216,嗯 ,1566058356.087,2019-08-18 00:12:36,
1476810196216,嗯 ,1566058359.248,2019-08-18 00:12:39,
1476810196216,好啦 ,1566058362.697,2019-08-18 00:12:42,
1476810196216,嗯 ,1566058365.424,2019-08-18 00:12:45,
1476810196216,来 ,1566058369.069,2019-08-18 00:12:49,
1476810196216,嗯 ,1566058371.963,2019-08-18 00:12:51,
1476810196216,你问他才说啊 ,1566058375.190,2019-08-18 00:12:55,
1476810196216,玩的啊不要说啊 ,1566058378.567,2019-08-18 00:12:58,
1476810196216,哦 ,1566058381.719,2019-08-18 00:13:01,
1476810196216,我 ,1566058385.084,2019-08-18 00:13:05,
1476810196216,嗯 ,1566058388.138,2019-08-18 00:13:08,
1476810196216,忙 ,1566058391.113,2019-08-18 00:13:11,
1476810196216,我啥也是个多吧 ,1566058394.593,2019-08-18 00:13:14,
1476810196216,哎 ,1566058397.472,2019-08-18 00:13:17,
1476810196216,我不傻这个男的站着尿尿的不算 ,1566058401.426,2019-08-18 00:13:21,
1476810196216,这也不算这个刚刚眼睛酸 ,1566058404.171,2019-08-18 00:13:24,
1476810196216,啊 ,1566058407.349,2019-08-18 00:13:27,
1476810196216,他是怕你没关注他他又刷了一个 ,1566058410.577,2019-08-18 00:13:30,
1476810196216,来 ,1566058413.845,2019-08-18 00:13:33,
1476810196216,哦 ,1566058417.326,2019-08-18 00:13:37,
1476810196216,我操驾照买几个 ,1566058420.239,2019-08-18 00:13:40,
1476810196216,你画的吧不喜欢啊 ,1566058423.131,2019-08-18 00:13:43,
1476810196216,耍一起过来耍迈喜欢她耍两个来唉我的世界 ,1566058426.460,2019-08-18 00:13:46,
1476810196216,不允许来又来一个来 ,1566058429.551,2019-08-18 00:13:49,
1476810196216,啥 ,1566058433.020,2019-08-18 00:13:53,
1476810196216,找也是耍不喜欢六个了 ,1566058436.275,2019-08-18 00:13:56,
1476810196216,你过来 ,1566058439.390,2019-08-18 00:13:59,
1476810196216,哦 ,1566058442.805,2019-08-18 00:14:02,
1476810196216,嗯 ,1566058445.842,2019-08-18 00:14:05,
1476810196216,哦 ,1566058449.287,2019-08-18 00:14:09,
1476810196216,你怎么知道是你的机会少帅 ,1566058452.214,2019-08-18 00:14:12,
1476810196216,来 ,1566058455.495,2019-08-18 00:14:15,
1476810196216,哦 ,1566058458.760,2019-08-18 00:14:18,
1476810196216,杨八妹 ,1566058461.573,2019-08-18 00:14:21,
1476810196216,吧 ,1566058465.103,2019-08-18 00:14:25,
1476810196216,简单简单 ,1566058468.257,2019-08-18 00:14:28,
1476810196216,烦得很简单哪你说 ,1566058471.734,2019-08-18 00:14:31,
1476810196216,表哥 ,1566058474.859,2019-08-18 00:14:34,
1476810196216,咋们仨没习惯失败习惯了 ,1566058477.618,2019-08-18 00:14:37,
1476810196216,喜欢啊 ,1566058481.358,2019-08-18 00:14:41,
1476810196216,啊 ,1566058484.272,2019-08-18 00:14:44,
1476810196216,哇 ,1566058487.779,2019-08-18 00:14:47,
1476810196216,哦 ,1566058490.506,2019-08-18 00:14:50,
1476810196216,哎 ,1566058493.540,2019-08-18 00:14:53,
1476810196216,哦 ,1566058497.406,2019-08-18 00:14:57,
1476810196216,来了 ,1566058500.204,2019-08-18 00:15:00,
1476810196216,哦 ,1566058503.794,2019-08-18 00:15:03,
1476810196216,哦 ,1566058506.838,2019-08-18 00:15:06,
1476810196216,喜欢你呀这是啊起码我和丹娜喜欢我 ,1566058509.959,2019-08-18 00:15:09,
1476810196216,啊我怎么这么早来点简单 ,1566058513.496,2019-08-18 00:15:13,
1476810196216,我喜欢你她有人表白了 ,1566058516.095,2019-08-18 00:15:16,
1476810196216,嗯 ,1566058519.493,2019-08-18 00:15:19,
1476810196216,哪有骂 ,1566058522.635,2019-08-18 00:15:22,
1476810196216,我玩 ,1566058525.586,2019-08-18 00:15:25,
1476810196216,我妈 ,1566058529.359,2019-08-18 00:15:29,
1476810196216,你看到没有五分都不到十个女主播刷了 ,1566058532.351,2019-08-18 00:15:32,
1476810196216,不是讲咯 ,1566058535.928,2019-08-18 00:15:35,
1476810196216,太看我随便三以上 ,1566058538.932,2019-08-18 00:15:38,
1476810196216,死个了咱不能 ,1566058541.864,2019-08-18 00:15:41,
1476810196216,把你吓 ,1566058545.415,2019-08-18 00:15:45,
1476810196216,大哥 ,1566058548.184,2019-08-18 00:15:48,
1476810196216,咱俩个女主播来耍个把子喜欢蒋哥在爪子 ,1566058551.777,2019-08-18 00:15:51,
1476810196216,不喜欢他别装好吗 ,1566058554.764,2019-08-18 00:15:54,
1476810196216,打个卡完了这什么 ,1566058557.893,2019-08-18 00:15:57,
1476810196216,你也不你也不现身怎么知道你是谁 ,1566058561.564,2019-08-18 00:16:01,
1476810196216,这雨是男的女的啊 ,1566058564.116,2019-08-18 00:16:04,
1476810196216,来来来玩了这宝也出手了 ,1566058567.293,2019-08-18 00:16:07,
1476810196216,完了这宝珠 ,1566058570.636,2019-08-18 00:16:10,
1476810196216,贾哥 ,1566058573.671,2019-08-18 00:16:13,
1476810196216,很多喜欢大的本事啦 ,1566058577.176,2019-08-18 00:16:17,
1476810196216,这里好像在追你啊 ,1566058580.449,2019-08-18 00:16:20,
1476810196216,感觉薄了 ,1566058583.475,2019-08-18 00:16:23,
1476810196216,讲课完了他推推你呢现在在在在 ,1566058586.720,2019-08-18 00:16:26,
1476810196216,给你在外面 ,1566058589.651,2019-08-18 00:16:29,
1476810196216,完了完了完了完了啊 ,1566058593.525,2019-08-18 00:16:33,
1476810196216,给不给你下个单大 ,1566058596.124,2019-08-18 00:16:36,
1476810196216,哦 ,1566058599.921,2019-08-18 00:16:39,
1476810196216,我这里有你和草莓没诚意 ,1566058602.584,2019-08-18 00:16:42,
1476810196216,我直播的视频你拉鸡巴倒吧你 ,1566058605.894,2019-08-18 00:16:45,
1476810196216,哎 ,1566058609.344,2019-08-18 00:16:49,
1476810196216,他们推你啊 ,1566058612.376,2019-08-18 00:16:52,
1476810196216,你别跟我吹牛逼啊 ,1566058615.742,2019-08-18 00:16:55,
1476810196216,我也有你也有 ,1566058618.784,2019-08-18 00:16:58,
1476810196216,不是 ,1566058622.001,2019-08-18 00:17:02,
1476810196216,我歌单那我发个动态那你爸爸 ,1566058625.577,2019-08-18 00:17:05,
1476810196216,哦 ,1566058628.219,2019-08-18 00:17:08,
1476810196216,我都没有你吧 ,1566058631.740,2019-08-18 00:17:11,
1476810196216,来你发来来有图片 ,1566058635.062,2019-08-18 00:17:15,
1476810196216,不是啊你们 ,1566058637.872,2019-08-18 00:17:17,
1476810196216,没有关注吗 ,1566058641.368,2019-08-18 00:17:21,
1476810196216,啊那个九妹喜欢你那个找个你看 ,1566058644.468,2019-08-18 00:17:24,
1476810196216,关注叫九妹啊关注校本是你看也关注 ,1566058647.634,2019-08-18 00:17:27,
1476810196216,啊对啊对对 ,1566058650.813,2019-08-18 00:17:30,
1476810196216,我关注一下啊都喜欢你 ,1566058653.771,2019-08-18 00:17:33,
1476810196216,是 ,1566058657.418,2019-08-18 00:17:37,
1476810196216,啊贾哥你要是说想 ,1566058660.328,2019-08-18 00:17:40,
1476810196216,一个我不能吹牛逼你想找 ,1566058663.984,2019-08-18 00:17:43,
1476810196216,多少都有 ,1566058666.639,2019-08-18 00:17:46,
1476810196216,你想要什么样的都有 ,1566058669.865,2019-08-18 00:17:49,
1476810196216,你看小学妹也在那笑 ,1566058673.658,2019-08-18 00:17:53,
1476810196216,你家小辣椒也冲走了 ,1566058676.142,2019-08-18 00:17:56,
1476810196216,先帮找个掩护 ,1566058680.099,2019-08-18 00:18:00,
1476810196216,昂找不到你这么的一个 ,1566058682.962,2019-08-18 00:18:02,
1476810196216,你好棒 ,1566058686.234,2019-08-18 00:18:06,
1476810196216,你那个也行你就行不行啊 ,1566058689.594,2019-08-18 00:18:09,
1476810196216,下一个怎么样 ,1566058692.167,2019-08-18 00:18:12,
1476810196216,小哥你这么在行吧上麦 ,1566058695.953,2019-08-18 00:18:15,
1476810196216,这个选咩 ,1566058699.010,2019-08-18 00:18:19,
1476810196216,等我我超甜看到没玩了都开始表白 ,1566058701.923,2019-08-18 00:18:21,
1476810196216,都开始表白了 ,1566058705.447,2019-08-18 00:18:25,
1476810196216,哦 ,1566058708.247,2019-08-18 00:18:28,
1476810196216,就只要说你说 ,1566058712.122,2019-08-18 00:18:32,
1476810196216,好就行你说我在看 ,1566058714.969,2019-08-18 00:18:34,
1476810196216,我就换下一个行吗 ,1566058717.970,2019-08-18 00:18:37,
1476810196216,一个月发了备注的安排啊 ,1566058721.206,2019-08-18 00:18:41,
1476810196216,我以前就是想拼出来的 ,1566058724.547,2019-08-18 00:18:44,
1476810196216,就你的一举一动你都球没篮球没来 ,1566058728.008,2019-08-18 00:18:48,
1476810196216,我可能睡着了 ,1566058730.744,2019-08-18 00:18:50,
1476810196216,我怎么舍得走啊 ,1566058734.012,2019-08-18 00:18:54,
1476810196216,你跟你妈讲个上麦哈哈你别走 ,1566058737.476,2019-08-18 00:18:57,
1476810196216,哦怎么这么低调过来你上麦了 ,1566058740.560,2019-08-18 00:19:00,
1476810196216,一个一个跟你玩了反正你也是无聊啊咱们一起 ,1566058743.787,2019-08-18 00:19:03,
1476810196216,反正练字的老饱了 ,1566058747.089,2019-08-18 00:19:07,
1476810196216,想刷点呢就刷点好吧开心都刷屏 ,1566058749.812,2019-08-18 00:19:09,
1476810196216,好那晚上也吃的老宝 ,1566058763.091,2019-08-18 00:19:23,
1476810196216,陪我耍啥子啊 ,1566058864.795,2019-08-18 00:21:04,
